ENTREZID	SYMBOL
9709	HERPUD1
84166	NLRC5
221184	CPNE2
80011	PSME3IP1
89970	RSPRY1
23568	ARL2BP
51090	PLLP
6367	CCL22
6376	CX3CL1
57019	CIAPIN1
57017	COQ9
5432	POLR2C
55715	DOK4
92922	CCDC102A
9289	ADGRG1
10300	KATNB1
3801	KIFC3
57567	ZNF319
79650	USB1
4324	MMP15
29105	CFAP20
1459	CSNK2A2
29070	CCDC113
64785	GINS3
65009	NDRG4
79918	SETD6
23019	CNOT1
55238	SLC38A7
2806	GOT2
1006	CDH8
1009	CDH11
1003	CDH5
7084	TK2
51192	CKLF
113540	CMTM1
123920	CMTM3
146223	CMTM4
1783	DYNC1LI2
8883	NAE1
57546	PDP2
51647	CIAO2B
8824	CES2
283848	CES4A
865	CBFB
80262	PHAF1
84752	B3GNT9
8717	TRADD
55336	FBXL8
3299	HSF4
8996	NOL3
653319	MATCAP1
1874	E2F4
79767	ELMO3
29100	TMEM208
29109	FHOD1
6553	SLC9A5
25894	PLEKHG4
29800	ZDHHC1
3291	HSD11B2
9114	ATP6V0D1
79567	RIPOR1
10664	CTCF
65057	ACD
50855	PARD6A
84080	ENKD1
81577	GFOD2
57610	RANBP10
80152	CENPT
57215	THAP11
10204	NUTF2
23644	EDC4
5681	PSKH1
5699	PSMB10
3931	LCAT
6560	SLC12A4
55794	DDX28
54920	DUS2
4775	NFATC3
80004	ESRP2
23659	PLA2G15
9057	SLC7A6
84138	SLC7A6OS
54496	PRMT7
146198	ZFP90
1001	CDH3
999	CDH1
79613	TANGO6
3038	HAS3
54921	CHTF8
84916	UTP4
6645	SNTB2
27183	VPS4A
84342	COG8
64146	PDF
51388	NIP7
146456	TMED6
7014	TERF2
80777	CYB5B
10725	NFAT5
1728	NQO1
28987	NOB1
11060	WWP2
283970	PDXDC2P-NPIPB14P
55066	PDPR
100506060	SMG1P7
118460	EXOSC6
16	AARS1
11269	DDX19B
55308	DDX19A
6483	ST3GAL2
197258	FCSK
25839	COG4
23450	SF3B3
92154	MTSS2
55697	VAC14
55783	CMTR2
7571	ZNF23
7567	ZNF19
91862	MARVELD3
23035	PHLPP2
164	AP1G1
342371	ATXN1L
55565	ZNF821
9798	IST1
1723	DHODH
54957	TXNL4B
9785	DHX38
83449	PMFBP1
101927957	LINC01572
463	ZFHX3
5713	PSMD7
283922	PDPR2P
2734	GLG1
55159	RFWD3
197259	MLKL
79152	FA2H
79726	WDR59
84937	ZNRF1
197257	LDHD
162239	ZFP1
9564	BCAR1
10428	CFDP1
124491	TMEM170A
4166	CHST6
79583	TMEM231
11345	GABARAPL2
23536	ADAT1
3735	KARS1
54386	TERF2IP
22879	MON1B
100130958	SYCE1L
51741	WWOX
56942	CMC2
55839	CENPN
23300	ATMIN
123775	C16orf46
2653	GCSH
8139	GAN
80790	CMIP
5336	PLCG2
93517	SDR42E1
10200	MPHOSPH6
3281	HSBP1
23417	MLYCD
29948	OSGIN1
8720	MBTPS1
83693	HSDL1
9013	TAF1C
161931	ADAD2
9914	ATP2C2
57707	MEAK7
23406	COTL1
79786	KLHL36
9100	USP10
83716	CRISPLD2
55625	ZDHHC7
9764	KIAA0513
23199	GSE1
51659	GINS2
404550	C16orf74
10328	EMC8
1327	COX4I1
64779	MTHFSD
2300	FOXL1
100506581	C16orf95
79791	FBXO31
81631	MAP1LC3B
23174	ZCCHC14
54758	KLHDC4
105371397	NA
8140	SLC7A5
54971	BANP
161882	ZFPM1
124245	ZC3H18
1535	CYBA
4597	MVD
115992	RNF166
348180	CTU2
9780	PIEZO1
81620	CDT1
353	APRT
2588	GALNS
51693	TRAPPC2L
197322	ACSF3
197320	ZNF778
29123	ANKRD11
105371414	LOC105371414
6687	SPG7
6137	RPL13
27132	CPNE7
5119	CHMP1A
124045	SPATA33
8558	CDK10
124044	SPATA2L
9605	VPS9D1
100128881	VPS9D1-AS1
92822	ZNF276
2175	FANCA
84501	SPIRE2
22980	TCF25
4157	MC1R
10381	TUBB3
54849	DEF8
92806	CENPBD1P
172	AFG3L1P
79007	DBNDD1
2622	GAS8
359845	RFLNB
55275	VPS53
79850	TLCD3A
50628	GEMIN4
51031	GLOD4
55178	MRM3
64359	NXN
7531	YWHAE
1398	CRK
4641	MYO1C
51763	INPP5K
100306951	PITPNA-AS1
5306	PITPNA
124997	WDR81
5176	SERPINF1
114826	SMYD4
6117	RPA1
1801	DPH1
124641	OVCA2
3090	HIC1
23293	SMG6
63826	SRR
55720	TSR1
9905	SGSM2
4335	MNT
79066	METTL16
5048	PAFAH1B1
23277	CLUH
23108	RAP1GAP2
7442	TRPV1
23729	SHPK
1497	CTNS
5026	P2RX5
3682	ITGAE
83903	HASPIN
55421	NCBP3
84254	CAMKK1
23140	ZZEF1
124936	CYB5D2
51479	ANKFY1
7326	UBE2G1
124976	SPNS2
10514	MYBBP1A
124975	GGT6
27043	PELP1
409	ARRB2
400569	MED11
58191	CXCL16
5694	PSMB6
5338	PLD2
50488	MINK1
2811	GP1BA
8402	SLC25A11
26001	RNF167
5216	PFN1
2027	ENO3
9552	SPAG7
23125	CAMTA2
388324	INCA1
10749	KIF1C
124961	ZFP3
7775	ZNF232
84622	ZNF594
9135	RABEP1
4927	NUP88
84268	RPAIN
708	C1QBP
56919	DHX33
51009	DERL2
79003	MIS12
728392	LOC728392
22861	NLRP1
23302	WSCD1
54478	PIMREG
83394	PITPNM3
9851	KIAA0753
84817	TXNDC17
51003	MED31
388327	C17orf100
54739	XAF1
245	ALOX12P2
239	ALOX12
440400	RNASEK
201232	SLC16A13
37	ACADVL
1856	DVL2
79142	PHF23
11337	GABARAP
23399	CTDNEP1
23587	ELP5
1366	CLDN7
1984	EIF5A
2874	GPS2
84461	NEURL4
147040	KCTD11
8711	TNK1
254863	TMEM256
57555	NLGN2
284114	TMEM102
2256	FGF11
1140	CHRNB1
57659	ZBTB4
5430	POLR2A
8741	TNFSF13
26168	SENP3
26781	SNORA67
968	CD68
102724164	NA
9526	MPDU1
6665	SOX15
9513	FXR2
112483	SAT2
7157	TP53
55135	WRAP53
146754	DNAH2
23135	KDM6B
84316	NAA38
124637	CYB5D1
1107	CHD3
284023	RNF227
58485	TRAPPC1
116840	CNTROB
84667	HES7
5187	PER1
6844	VAMP2
84314	TMEM107
54785	BORCS6
9212	AURKB
80169	CTC1
5198	PFAS
399512	SLC25A35
124751	KRBA2
6154	RPL26
81565	NDEL1
4628	MYH10
9482	STX8
124739	USP43
4621	MYH3
6341	SCO1
56985	ADPRM
7566	ZNF18
6416	MAP2K4
60528	ELAC2
100874058	COX10-DT
1352	COX10
201158	TVP23C
374286	FBXW10B
10626	TRIM16
57335	ZNF286A
4213	MEIS3P1
136	ADORA2B
125150	ZSWIM7
54902	TTC19
9611	NCOR1
9487	PIGL
201161	CENPV
7314	UBB
125144	SNHG29
388341	LRRC75A
57336	ZNF287
57547	ZNF624
23164	MPRIP
201164	PLD6
201163	FLCN
8533	COPS3
55090	MED9
51655	RASD1
10400	PEMT
10743	RAI1
6720	SREBF1
146691	TOM1L2
100507131	NA
83450	DRC3
91647	ATPAF2
79018	GID4
1819	DRG2
54890	ALKBH5
3996	LLGL1
2314	FLII
125170	MIEF2
7156	TOP3A
140775	SMCR8
6470	SHMT1
220594	USP32P2
80039	FAM106A
284047	CCDC144BP
729288	ZNF286B
2310	FOXO3B
147166	TRIM16L
51030	TVP23B
5636	PRPSAP2
125206	SLC5A10
644815	FAM83G
22905	EPN2
27077	B9D1
5598	MAPK7
224	ALDH3A2
218	ALDH3A1
9706	ULK2
11216	AKAP10
92521	SPECC1
440416	CCDC144NL-AS1
339260	LOC339260
105369205	NA
23326	USP22
25979	DHRS7B
8834	TMEM11
256302	NATD1
5606	MAP2K3
339263	LINC02693
26118	WSB1
8844	KSR1
3965	LGALS9
51701	NLK
27346	TMEM97
90410	IFT20
7126	TNFAIP1
26073	POLDIP2
147007	TMEM199
113235	SLC46A1
9094	UNC119
94005	PIGS
230	ALDOC
10615	SPAG5
124923	RSKR
9703	BLTP2
6388	SDF2
6830	SUPT6H
147011	PROCA1
6147	RPL23A
116238	TLCD1
284086	NEK8
9618	TRAF4
55731	FAM222B
26284	ERAL1
2319	FLOT2
147015	DHRS13
57649	PHF12
399687	MYO18A
57532	NUFIP2
57551	TAOK1
116236	ABHD15
90313	TP53I13
28964	GIT1
124930	ANKRD13B
84940	CORO6
85464	SSH2
84081	NSRP1
642	BLMH
1362	CPD
9527	GOSR1
147172	LRRC37BP1
440423	SUZ12P1
51379	CRLF3
79915	ATAD5
79736	TEFM
55803	ADAP2
84282	RNF135
4763	NF1
2124	EVI2B
84440	RAB11FIP4
55352	COPRS
55813	UTP6
23512	SUZ12
114659	LRRC37B
55288	RHOT1
64149	C17orf75
7756	ZNF207
5717	PSMD11
8851	CDK5R1
4642	MYO1D
26022	TMEM98
101927239	LINC01989
6347	CCL2
91603	ZNF830
3980	LIG3
117584	RFFL
5892	RAD51D
54752	FNDC8
54475	NLE1
105371932	LOC105371932
162394	SLFN5
91607	SLFN11
55106	SLFN12
146857	SLFN13
5193	PEX12
163	AP2B1
31	ACACA
6871	TADA2A
11276	SYNRG
11056	DDX52
101060376	TBC1D3L
30837	SOCS7
57636	ARHGAP23
9349	RPL23
3927	LASP1
782	CACNB1
6143	RPL19
84961	FBXL20
5469	MED1
51755	CDK12
10948	STARD3
93210	PGAP3
2064	ERBB2
84299	MIEN1
2886	GRB7
22806	IKZF3
55876	GSDMB
94103	ORMDL3
5709	PSMD3
1440	CSF3
9862	MED24
7067	THRA
9572	NR1D1
339287	MSL1
22794	CASC3
51195	RAPGEFL1
147179	WIPF2
990	CDC6
5914	RARA
125111	GJD3
7153	TOP2A
3487	IGFBP4
84951	TNS4
6605	SMARCE1
3858	KRT10
147184	KRT10-AS1
3860	KRT13
3866	KRT15
3880	KRT19
3861	KRT14
3868	KRT16
3872	KRT17
10209	EIF1
3728	JUP
10609	P3H4
60681	FKBP10
115024	NT5C3B
55175	KLHL11
47	ACLY
1267	CNP
7266	DNAJC7
28511	NKIRAS2
201181	ZNF385C
79132	DHX58
2648	KAT2A
5878	RAB5C
84514	GHDC
6777	STAT5B
6776	STAT5A
6774	STAT3
284119	CAVIN1
535	ATP6V0A1
4669	NAGLU
3292	HSD17B1
80347	COASY
6945	MLX
29893	PSMC3IP
162427	RETREG3
7283	TUBG1
27175	TUBG2
79990	PLEKHH3
8506	CNTNAP1
2145	EZH1
84313	VPS25
28958	COA3
8678	BECN1
10197	PSME3
146923	RUNDC1
6155	RPL27
3430	IFI35
10493	VAT1
672	BRCA1
10230	NBR2
101929767	LOC101929767
4077	NBR1
113277	TMEM106A
379	ARL4D
1659	DHX8
2118	ETV4
1845	DUSP3
4356	MPP3
4355	MPP2
162417	NAGS
84336	TMEM101
124801	LSM12
92579	G6PC3
10014	HDAC5
78995	HROB
92591	ASB16
339201	ASB16-AS1
79089	TMUB2
56970	ATXN7L3
7343	UBTF
101926996	RUNDC3A-AS1
51629	SLC25A39
2896	GRN
23131	GPATCH8
2535	FZD2
124808	CCDC43
80174	DBF4B
9343	EFTUD2
388389	CCDC103
146909	KIF18B
79877	DCAKD
4836	NMT1
113026	PLCD3
79777	ACBD4
10614	HEXIM1
124790	HEXIM2
752	FMNL1
100133991	MAP3K14-AS1
9020	MAP3K14
9884	LRRC37A
100506084	ARL17B
51326	ARL17A
474170	LRRC37A2
4905	NSF
9570	GOSR2
996	CDC27
3690	ITGB3
653479	MRPL45P2
9520	NPEPPS
3837	KPNB1
9755	TBKBP1
114881	OSBPL7
124995	MRPL10
90507	SCRN2
80320	SP6
102724532	SP2-DT
6668	SP2
100506325	SP2-AS1
55163	PNPO
79170	PRR15L
80279	CDK5RAP3
4779	NFE2L1
10951	CBX1
29916	SNX11
3213	HOXB3
404266	HOXB-AS3
3215	HOXB5
3216	HOXB6
3217	HOXB7
3219	HOXB9
10241	CALCOCO2
516	ATP5MC1
65264	UBE2Z
11267	SNF8
22834	ZNF652
5245	PHB1
4804	NGFR
8405	SPOP
10237	SLC35B1
81558	FAM117A
11143	KAT7
284080	PICART1
3675	ITGA3
5164	PDK2
84687	PPP1R9B
1277	COL1A1
162461	TMEM92
64132	XYLT2
51264	MRPL27
146956	EME1
55379	LRRC59
80221	ACSF2
1101	CHAD
55316	RSAD1
55040	EPN3
64847	SPATA20
8714	ABCC3
91369	ANKRD40
51747	LUC7L3
10140	TOB1
9043	SPAG9
4830	NME1
54799	MBTD1
51096	UTP18
10040	TOM1L1
1353	COX11
252983	STXBP4
23531	MMD
58488	PCTP
162282	ANKFN1
339210	C17orf67
8526	DGKE
7706	TRIM25
8161	COIL
59342	SCPEP1
8165	AKAP1
124540	MSI2
51649	MRPS23
404093	CUEDC1
7716	VEZF1
6426	SRSF1
140735	DYNLL2
54903	MKS1
6827	SUPT4H1
54894	RNF43
9110	MTMR4
5889	RAD51C
4591	TRIM37
348235	SKA2
55771	PRR11
55181	SMG8
388403	YPEL2
79665	DHX40
1213	CLTC
51651	PTRH2
81671	VMP1
51174	TUBD1
6198	RPS6KB1
51136	RNFT1
63897	HEATR6
84669	USP32
10513	APPBP2
8493	PPM1D
54828	BCAS3
83990	BRIP1
57508	INTS2
9969	MED13
339175	METTL2A
11011	TLK2
9902	MRC2
26115	TANC2
1534	CYB561
10238	DCAF7
51204	TACO1
4215	MAP3K3
80774	LIMD2
92335	STRADA
57003	CCDC47
11325	DDX42
117246	FTSJ3
5705	PSMC5
6603	SMARCD2
146771	TCAM1P
3384	ICAM2
2081	ERN1
692227	SNORD104
677842	SNORA50C
55852	TEX2
5175	PECAM1
284021	MILR1
11232	POLG2
1655	DDX5
100616387	MIR3064
100616408	MIR5047
90799	CEP95
64750	SMURF2
146880	ARHGAP27P1
440456	PLEKHM1P1
374819	LRRC37A3
201283	AMZ2P1
10672	GNA13
100507002	LOC100507002
8313	AXIN2
201134	CEP112
5578	PRKCA
9931	HELZ
5718	PSMD12
26207	PITPNC1
25926	NOL11
2186	BPTF
284018	C17orf58
3838	KPNA2
100499466	LINC00674
51321	AMZ2
5573	PRKAR1A
55062	WIPI1
23460	ABCA6
10349	ABCA10
23461	ABCA5
400617	KCNJ2-AS1
3759	KCNJ2
6662	SOX9
100499467	LINC00673
201266	SLC39A11
9382	COG1
84923	VCF1
55028	C17orf80
23580	CDC42EP4
6169	RPL38
85001	MGC16275
94015	TTYH2
55890	GPRC5C
326624	RAB37
9368	NHERF1
26151	NAT9
54868	TMEM104
2232	FDXR
124590	USH1G
283987	HID1
30850	CDR2L
3396	MRPL58
23510	KCTD2
10476	ATP5PD
9121	SLC16A5
79637	ARMC7
30833	NT5C
51155	JPT1
6613	SUMO2
79902	NUP85
23163	GGA3
51081	MRPS7
57409	MIF4GD
100287042	MIF4GD-DT
60386	SLC25A19
2885	GRB2
9772	TMEM94
57513	CASKIN2
283989	TSEN54
3993	LLGL2
9400	RECQL5
29115	SAP30BP
3691	ITGB4
2584	GALK1
3021	H3-3B
85451	UNK
201294	UNC13D
23558	WBP2
91107	TRIM47
201292	TRIM65
64978	MRPL38
85302	FBF1
51	ACOX1
2125	EVPL
6730	SRP68
23265	EXOC7
114804	RNF157
283991	UBALD2
84074	QRICH2
5635	PRPSAP1
8877	SPHK1
63893	UBE2O
79651	RHBDF2
100507246	SNHG16
10610	ST6GALNAC2
55808	ST6GALNAC1
439921	MXRA7
23210	JMJD6
124512	METTL23
6427	SRSF2
79157	MFSD11
654434	SNHG20
6397	SEC14L1
10801	SEPTIN9
100996273	NA
57690	TNRC6C
100131096	NA
11322	TMC6
147138	TMC8
9144	SYNGR2
7083	TK1
125061	AFMID
332	BIRC5
9021	SOCS3
9489	PGS1
8632	DNAH17
101928710	SCAT1
9267	CYTH1
57602	USP36
7077	TIMP2
3959	LGALS3BP
124583	CANT1
64772	ENGASE
84733	CBX2
57332	CBX8
8535	CBX4
125058	TBC1D16
55036	CCDC40
2548	GAA
9775	EIF4A3
79092	CARD14
6448	SGSH
57674	RNF213
284131	ENDOV
57521	RPTOR
101928855	LOC101928855
79643	CHMP6
440465	BAIAP2-DT
10458	BAIAP2
9625	AATK
22994	CEP131
146705	TEPSIN
284184	NDUFAF8
124565	SLC38A10
57597	BAHCC1
71	ACTG1
25794	FSCN2
80233	FAAP100
55666	NPLOC4
339229	OXLD1
339230	CCDC137
339231	ARL16
9146	HGS
6182	MRPL12
1468	SLC25A10
348262	MCRIP1
5034	P4HB
396	ARHGDIA
10189	ALYREF
51529	ANAPC11
5833	PCYT2
51547	SIRT7
4097	MAFG
92659	MILIP
5831	PYCR1
79058	ASPSCR1
201254	CENPX
201255	LRRC45
5881	RAC3
51181	DCXR
5986	RFNG
2873	GPS1
64118	DUS1L
2194	FASN
284001	CCDC57
9123	SLC16A3
1453	CSNK1D
6398	SECTM1
79701	OGFOD3
284004	HEXD
79415	CYBC1
26502	NARF
3607	FOXK2
56270	WDR45B
10966	RAB40B
79672	FN3KRP
64122	FN3K
6904	TBCD
79755	ZNF750
284207	METRNL
9097	USP14
9984	THOC1
7298	TYMS
55556	ENOSF1
7525	YES1
56651	LINC00470
64863	METTL4
10403	NDC80
23347	SMCHD1
9663	LPIN2
727896	CHORDC1P4
8736	MYOM1
10627	MYL12A
103910	MYL12B
7050	TGIF1
649446	DLGAP1-AS1
84777	DLGAP1-AS2
339290	LINC00667
7541	ZBTB14
5797	PTPRM
201475	RAB12
23255	MTCL1
4729	NDUFV2
23253	ANKRD12
57045	TWSG1
10928	RALBP1
9989	PPP4R1
11031	RAB31
9218	VAPA
8774	NAPG
2774	GNAL
57132	CHMP1B
65258	MPPE1
3613	IMPA2
84617	TUBB6
10939	AFG3L2
10650	PRELID3A
56907	SPIRE1
56984	PSMG2
79959	CEP76
5771	PTPN2
81929	SEH1L
55125	CEP192
125228	FAM210A
8731	RNMT
162655	ZNF519
440482	ANKRD20A5P
6093	ROCK1
80000	GREB1L
114799	ESCO1
6632	SNRPD1
171586	ABHD3
57534	MIB1
100128893	GATA6-AS1
2627	GATA6
5932	RBBP8
91768	CABLES1
85019	TMEM241
8780	RIOK3
29919	RMC1
4864	NPC1
147463	ANKRD29
3909	LAMA3
125488	TTC39C
26256	CABYR
114876	OSBPL1A
55364	IMPACT
6760	SS18
6875	TAF4B
284252	KCTD1
1000	CDH2
1825	DSC3
1824	DSC2
1830	DSG3
1829	DSG2
100652770	DSG2-AS1
9331	B4GALT6
22878	TRAPPC8
54941	RNF125
51444	RNF138
64762	GAREM1
80816	ASXL3
1837	DTNA
10982	MAPRE2
84307	ZNF397
100101467	ZSCAN30
10778	ZNF271P
7572	ZNF24
125476	INO80C
2589	GALNT1
83608	C18orf21
55197	RPRD1A
25800	SLC39A6
55250	ELP2
55034	MOCOS
80206	FHOD3
25941	TPGS2
57536	KIAA1328
5289	PIK3C3
26040	SETBP1
57724	EPG5
9050	PSTPIP2
498	ATP5F1A
115106	HAUS1
147339	ARK2N
9063	PIAS2
83473	KATNAL2
84064	HDHD2
51124	IER3IP1
4087	SMAD2
9811	CTIF
4092	SMAD7
54808	DYM
6139	RPL17
26791	SNORD58A
9388	LIPG
10449	ACAA2
677769	SCARNA17
4645	MYO5B
4152	MBD1
30827	CXXC1
8932	MBD2
11201	POLI
162681	C18orf54
5874	RAB27B
80323	CCDC68
9352	TXNL1
23335	WDR7
9480	ONECUT2
2235	FECH
4677	NARS1
5205	ATP8B1
23327	NEDD4L
10892	MALT1
55205	ZNF532
90701	SEC11C
3998	LMAN1
5366	PMAIP1
220441	RNF152
23556	PIGN
57614	RELCH
8792	TNFRSF11A
54877	ZCCHC2
23239	PHLPP1
596	BCL2
2531	KDSR
9525	VPS4B
5268	SERPINB5
5275	SERPINB13
6318	SERPINB4
6317	SERPINB3
8710	SERPINB7
5055	SERPINB2
5271	SERPINB8
54495	TMX3
25914	RTTN
9306	SOCS6
29090	TIMM21
1528	CYB5A
55748	CNDP2
400657	ZNF407-AS1
55628	ZNF407
284273	PTGR3
10194	TSHZ1
9658	ZNF516
101927989	ZNF516-AS1
7776	ZNF236
4155	MBP
374868	ATP9B
4772	NFATC1
9150	CTDP1
80148	SLC66A2
440498	HSBP1L1
10907	TXNL4A
79863	RBFA
22850	ADNP2
84552	PARD6G
8612	PLPP2
54531	MIER2
91978	TPGS1
997	CDC34
682	BSG
610	HCN2
5442	POLRMT
55658	RNF126
10272	FSTL3
126353	MISP
5725	PTBP1
10025	MED16
91300	R3HDM4
1820	ARID3A
57418	WDR18
116444	GRIN3B
91304	TMEM259
1265	CNN2
10347	ABCA7
23526	ARHGAP45
5434	POLR2E
2879	GPX4
22904	SBNO2
6794	STK11
255057	CBARP
513	ATP5F1D
90007	MIDN
148046	CIRBP-AS1
1153	CIRBP
55009	FAM174C
84939	PWWP3A
374291	NDUFS7
26528	DAZAP1
6209	RPS15
10297	APC2
148223	C19orf25
92840	REEP6
339366	ADAMTSL5
399664	MEX3D
53615	MBD3
10975	UQCR11
6929	TCF3
148229	ATP8B3
57455	REXO1
83855	KLF16
81926	ABHD17A
113179	ADAT3
113178	SCAMP4
1455	CSNK1G2
55643	BTBD2
2872	MKNK2
126308	MOB3A
113177	IZUMO4
8943	AP3D1
84444	DOT1L
55111	PLEKHJ1
8175	SF3A2
268	AMH
4946	OAZ1
51690	LSM7
56928	SPPL2B
360200	TMPRSS9
26517	TIMM13
84823	LMNB2
4616	GADD45B
29985	SLC39A3
6449	SGTA
7064	THOP1
115196	ZNF554
148254	ZNF555
126295	ZNF57
58492	ZNF77
7089	TLE2
166	TLE5
2767	GNA11
2769	GNA15
56926	NCLN
4782	NFIC
284422	SMIM24
83475	DOHH
51343	FZR1
126321	MFSD12
100128569	TEKTIP1
10362	HMG20B
58509	CACTIN
23396	PIP5K1C
27134	TJP3
9546	APBA3
116541	MRPL54
1613	DAPK3
1938	EEF2
51588	PIAS4
51341	ZBTB7A
5605	MAP2K2
51548	SIRT6
55702	YJU2
55620	STAP2
84954	MPND
6455	SH3GL1
10036	CHAF1A
80700	UBXN6
84717	HDGFL2
729359	PLIN4
116844	LRG1
10501	SEMA6B
126282	TNFAIP8L1
56005	MYDGF
91039	DPP9
100131094	DPP9-AS1
55527	FEM1A
148022	TICAM1
10226	PLIN3
29128	UHRF1
23030	KDM4B
5802	PTPRS
9667	SAFB2
6294	SAFB
125988	MICOS13
25873	RPL36
9361	LONP1
163154	PRR22
56931	DUS3L
2528	FUT6
2525	FUT3
126328	NDUFA11
400673	VMAC
828	CAPS
8498	RANBP3
5990	RFX2
4298	MLLT1
8192	CLPP
84266	ALKBH7
2962	GTF2F1
8570	KHSRP
79085	SLC25A23
92359	CRB3
79958	DENND1C
8744	TNFSF9
718	C3
56927	GPR108
9322	TRIP10
10045	SH2D3A
7409	VAV1
79230	ZNF557
3643	INSR
23370	ARHGEF18
92960	PEX11G
140467	ZNF358
57192	MCOLN1
10908	PNPLA6
57662	CAMSAP3
56949	XAB2
100131801	PET100
6813	STXBP2
126003	TRAPPC5
115704	EVI5L
80131	LRRC8E
5609	MAP2K7
100507588	TGFBR3L
6618	SNAPC2
404217	CTXN1
10469	TIMM44
1994	ELAVL1
51293	CD320
4701	NDUFA7
6234	RPS28
51129	ANGPTL4
100507567	RAB11B-AS1
9230	RAB11B
51257	MARCHF2
4670	HNRNPM
84330	ZNF414
148156	ZNF558
94025	MUC16
57693	ZNF317
374879	ZNF699
84527	ZNF559
10781	ZNF266
79088	ZNF426
7675	ZNF121
93134	ZNF561
284385	ZNF561-AS1
54811	ZNF562
162993	ZNF846
54850	FBXL12
59286	UBL5
5300	PIN1
55337	SHFL
56342	PPAN
8666	EIF3G
1786	DNMT1
9294	S1PR2
51073	MRPL4
3383	ICAM1
3386	ICAM4
7087	ICAM5
112812	FDX2
125950	RAVER1
3385	ICAM3
7297	TYK2
11140	CDC37
5141	PDE4A
9817	KEAP1
53637	S1PR5
84971	ATG4D
65095	KRI1
1032	CDKN2D
10053	AP1M2
57153	SLC44A2
147727	ILF3-DT
3609	ILF3
81890	QTRT1
1785	DNM2
11018	TMED1
10498	CARM1
78992	YIPF2
90580	TIMM29
6597	SMARCA4
3949	LDLR
147841	SPC24
25959	KANK2
57572	DOCK6
9545	RAB3D
374882	TMEM205
126075	CCDC159
64748	PLPPR2
126074	SWSAP1
2057	EPOR
57139	RGL3
5589	PRKCSH
115950	ZNF653
51295	ECSIT
84337	ELOF1
199692	ZNF627
664709	HNRNPA1P10
55552	ZNF823
126068	ZNF441
126070	ZNF440
7620	ZNF69
90592	ZNF700
163059	ZNF433
7695	ZNF136
51710	ZNF44
90576	ZNF799
10224	ZNF443
163051	ZNF709
163050	ZNF564
57474	ZNF490
163049	ZNF791
4125	MAN2B1
84292	WDR83
51398	WDR83OS
1725	DHPS
84261	FBXW9
30000	TNPO2
79002	TRIR
439	GET3
29911	HOOK2
3726	JUNB
7001	PRDX2
10535	RNASEH2A
22983	MAST1
1777	DNASE2
2639	GCDH
256126	SYCE2
2193	FARSA
811	CALR
5886	RAD23A
90480	GADD45GIP1
4784	NFIX
4066	LYL1
55621	TRMT1
112939	NACC1
8677	STX10
9592	IER2
81576	YJU2B
84245	MRI1
28974	C19orf53
65249	ZSWIM4
284454	MIR23AHG
79173	BRME1
54862	CC2D1A
90379	DCAF15
5989	RFX1
90378	SAMD1
5566	PRKACA
55723	ASF1B
976	ADGRE5
10212	DDX39A
5585	PKN1
10755	GIPC1
3337	DNAJB1
9524	TECR
4713	NDUFB7
84449	ZNF333
10994	ILVBL
4854	NOTCH3
23476	BRD4
10270	AKAP8
26993	AKAP8L
58525	WIZ
4051	CYP4F3
66002	CYP4F12
652995	UCA1
57834	CYP4F11
7171	TPM4
4218	RAB8A
84941	HSH2D
26017	FAM32A
8907	AP1M1
10365	KLF2
58513	EPS15L1
84167	C19orf44
10523	CHERP
79939	SLC35E1
9441	MED26
79086	SMIM7
79041	TMEM38A
23309	SIN3B
93323	HAUS8
4650	MYO9B
55850	USE1
79629	OCEL1
2063	NR2F6
29086	BABAM1
79575	ABHD8
64981	MRPL34
79016	DDA1
57719	ANO8
84705	GTPBP3
684	BST2
105221694	BISPR
93343	MVB12A
376497	SLC27A1
25796	PGLS
79709	COLGALT1
55201	MAP1S
23149	FCHO1
10331	B3GNT3
3718	JAK3
6142	RPL18A
115098	CCDC124
27106	ARRDC2
23031	MAST3
5296	PIK3R2
10437	IFI30
84769	MPV17L2
5864	RAB3A
3727	JUND
25804	LSM4
54858	PGPEP1
9518	GDF15
170463	SSBP4
51477	ISYNA1
8178	ELL
23770	FKBP8
79036	KXD1
7311	UBA52
55049	REX1BD
55295	KLHL26
23373	CRTC1
5976	UPF1
11316	COPE
54555	DDX49
9454	HOMER3
10147	SUGP2
93436	ARMC6
284439	SLC25A42
54929	TMEM161A
729991	BORCS8
8625	RFXANK
126382	NR2C2AP
57794	SUGP1
23383	MAU2
54815	GATAD2A
83983	TSSK6
51079	NDUFA13
374887	YJEFN3
80714	PBX4
9170	LPAR2
51291	GMIP
57130	ATP13A1
94039	ZNF101
7561	ZNF14
440515	ZNF506
56242	ZNF253
81931	ZNF93
91120	ZNF682
7643	ZNF90
90649	ZNF486
102724436	NA
664701	ZNF826P
100129842	ZNF737
80264	ZNF430
148206	ZNF714
170959	ZNF431
7562	ZNF708
148203	ZNF738
284443	ZNF493
7594	ZNF43
7757	ZNF208
440519	ZNF724
100132815	IPO5P1
7644	ZNF91
104472717	LINC01224
171392	ZNF675
148213	ZNF681
388524	RPSA2
730087	ZNF726
9534	ZNF254
148189	LINC00662
101927151	LINC02987
7386	UQCRFS1
10775	POP4
79156	PLEKHF1
83636	C19orf12
898	CCNE1
8725	URI1
22847	ZNF507
147991	DPY19L3
9141	PDCD5
84079	ANKRD27
390916	NUDT19
